0,1
0,2
1,4
2,1
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,39
2,40
2,41
2,42
2,43
2,44
2,45
2,46
2,47
2,48
2,49
2,50
2,51
2,52
2,53
2,54
2,55
2,56
2,57
2,58
2,59
2,60
2,61
2,62
2,63
2,64
2,65
2,66
2,67
2,68
2,69
2,70
2,71
2,72
2,73
2,74
2,75
2,76
2,77
2,78
2,79
2,80
2,81
2,82
2,83
2,84
2,85
2,86
2,87
2,88
2,89
2,90
2,91
2,92
2,93
2,94
2,95
2,96
2,97
2,98
2,99
2,100
2,101
2,102
2,103
2,104
2,105
2,106
2,107
2,108
2,109
2,110
2,111
2,112
2,113
2,114
2,115
2,116
2,117
2,118
2,119
2,120
2,121
2,122
2,123
2,124
2,125
2,126
2,127
2,128
2,129
2,130
2,131
2,132
2,133
2,134
2,135
2,136
2,137
2,138
2,139
2,140
2,141
2,142
2,143
2,144
2,145
2,146
2,147
2,148
2,149
2,150
2,151
2,152
2,153
2,154
2,155
2,156
2,157
2,158
2,159
2,160
2,161
2,162
2,163
2,164
2,165
3,57
3,166
4,0
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,28
4,30
4,31
4,32
4,33
4,34
4,35
4,36
4,37
4,38
4,39
4,40
4,41
4,42
4,43
4,45
4,46
4,47
4,48
4,49
4,50
4,51
4,52
4,53
4,54
4,57
4,58
4,59
4,62
4,63
4,65
4,66
4,67
4,68
4,69
4,70
4,71
4,72
4,73
4,75
4,76
4,77
4,79
4,80
4,85
4,86
4,87
4,88
4,90
4,92
4,96
4,98
4,99
4,100
4,102
4,104
4,106
4,108
4,109
4,110
4,111
4,112
4,113
4,114
4,115
4,116
4,117
4,118
4,120
4,121
4,122
4,129
4,131
4,136
4,140
4,146
4,154
4,156
4,160
4,162
4,163
4,164
4,165
4,166
4,167
4,168
4,169
4,170
4,171
4,172
4,173
4,174
4,175
4,176
4,177
4,178
4,179
4,180
4,181
4,182
4,183
4,184
4,185
4,186
4,187
4,188
4,189
4,190
4,191
4,192
4,193
4,194
4,195
4,196
4,197
4,198
4,199
4,200
4,201
4,202
4,203
4,204
4,205
4,206
4,207
4,208
4,209
4,210
4,211
4,212
4,213
4,214
4,215
4,216
4,217
4,218
4,219
4,220
4,221
4,222
4,223
4,224
4,225
4,226
4,227
4,228
4,229
4,230
4,231
4,232
4,233
4,234
4,235
4,236
4,237
4,238
4,239
4,240
4,241
4,242
4,243
4,244
4,245
4,246
4,247
4,248
4,249
4,250
4,251
4,252
4,253
4,254
4,255
4,256
4,257
4,258
4,259
4,260
4,261
4,262
4,263
4,264
4,265
4,266
4,267
4,268
4,269
4,270
4,271
4,272
4,273
4,274
4,275
4,276
4,277
4,278
4,279
4,280
4,281
4,282
4,283
4,284
4,285
4,286
4,287
4,288
4,289
4,290
4,291
4,292
4,293
4,294
4,295
4,296
4,297
4,298
4,299
4,300
4,301
4,302
4,303
4,304
4,305
4,306
4,307
4,308
4,309
4,310
4,311
4,312
4,313
4,314
4,315
4,316
4,317
4,318
4,319
4,320
4,321
4,322
4,323
4,324
4,325
4,326
4,327
4,328
4,329
4,330
4,331
4,332
4,333
4,334
4,335
4,336
4,337
4,338
4,339
4,340
4,341
4,342
4,343
4,344
4,345
4,346
4,347
4,348
4,349
4,350
4,351
4,352
4,353
4,354
4,355
4,356
4,357
4,358
4,359
4,360
4,361
4,362
4,363
4,364
4,365
4,366
4,367
4,368
4,369
4,370
4,371
4,372
4,373
4,374
4,375
5,1
5,241
5,243
5,273
5,334
6,1
7,0
7,1
7,2
7,3
7,5
7,6
7,7
7,8
7,11
7,13
7,14
7,15
7,16
7,19
7,20
7,21
7,22
7,23
7,24
7,26
7,30
7,31
7,32
7,34
7,36
7,39
7,40
7,41
7,42
7,44
7,48
7,49
7,50
7,51
7,54
7,56
7,57
7,58
7,59
7,62
7,63
7,64
7,67
7,68
7,69
7,70
7,71
7,72
7,73
7,74
7,75
7,76
7,77
7,79
7,80
7,82
7,85
7,86
7,89
7,91
7,92
7,95
7,97
7,98
7,100
7,102
7,108
7,112
7,114
7,118
7,133
7,136
7,139
7,144
7,152
7,154
7,162
7,163
7,164
7,165
7,167
7,168
7,169
7,170
7,174
7,175
7,180
7,181
7,183
7,184
7,185
7,189
7,190
7,191
7,192
7,196
7,199
7,201
7,202
7,203
7,207
7,208
7,209
7,210
7,211
7,213
7,215
7,219
7,222
7,233
7,234
7,235
7,236
7,238
7,239
7,240
7,241
7,243
7,245
7,250
7,251
7,252
7,253
7,254
7,255
7,256
7,257
7,263
7,264
7,265
7,268
7,270
7,273
7,274
7,275
7,278
7,279
7,280
7,281
7,286
7,289
7,294
7,295
7,296
7,297
7,298
7,299
7,300
7,301
7,302
7,303
7,304
7,305
7,306
7,307
7,308
7,309
7,310
7,312
7,316
7,326
7,327
7,328
7,329
7,332
7,333
7,334
7,338
7,339
7,341
7,342
7,346
7,350
7,353
7,368
7,370
7,374
7,375
7,376
7,377
7,378
7,379
7,380
7,381
7,382
7,383
7,384
7,385
7,386
7,387
7,388
7,389
7,390
7,391
7,392
7,393
7,394
7,395
7,396
7,397
7,398
7,399
7,400
7,401
7,402
7,403
7,404
7,405
7,406
7,407
7,408
7,409
7,410
7,411
7,412
7,413
7,414
7,415
7,416
7,417
7,418
7,419
7,420
7,421
7,422
7,423
7,424
7,425
7,426
7,427
7,428
7,429
7,430
7,431
7,432
7,433
7,434
7,435
7,436
7,437
7,438
7,439
7,440
7,441
7,442
7,443
7,444
7,445
7,446
7,447
7,448
7,449
7,450
7,451
7,452
7,453
7,454
7,455
7,456
7,457
7,458
7,459
7,460
7,461
7,462
7,463
7,464
7,465
7,466
7,467
7,468
7,469
7,470
7,471
7,472
7,473
7,474
7,475
7,476
7,477
7,478
7,479
7,480
7,481
7,482
7,483
7,484
7,485
7,486
7,487
7,488
7,489
7,490
7,491
7,492
7,493
7,494
7,495
7,496
7,497
7,498
7,499
7,500
7,501
7,502
7,503
7,504
7,505
7,506
7,507
7,508
7,509
7,510
7,511
7,512
7,513
7,514
7,515
7,516
8,96
8,181
9,4
10,2
10,34
10,65
10,66
10,204
10,205
10,224
10,517
11,0
11,1
11,3
11,4
11,5
11,6
11,8
11,9
11,12
11,15
11,16
11,18
11,19
11,22
11,24
11,25
11,26
11,27
11,30
11,31
11,32
11,33
11,34
11,35
11,36
11,43
11,46
11,50
11,53
11,58
11,59
11,63
11,67
11,68
11,70
11,73
11,96
11,118
11,152
11,164
11,166
11,188
11,190
11,191
11,199
11,202
11,206
11,207
11,209
11,235
11,241
11,242
11,243
11,244
